index,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
584,2024,Dandelion,United States of America,2017,Costa rica,"Hacienda Azul, 2016 Harvest",70.0,3.0,2,1,0,0,0,0,1,0,cocoa,sour,toffee,earthy
585,2178,Dandelion,United States of America,2018,India,"Anamalai, 2017 harvest",70.0,3.5,2,1,0,0,0,0,1,0,ripe orange,citrus,,
586,2178,Dandelion,United States of America,2018,Honduras,"WAPU, La Mosquitia, 2017 harvest",70.0,3.25,2,1,0,0,0,0,1,0,nutty,moderate acidity,,
587,2178,Dandelion,United States of America,2018,Sierra leone,"Gola Rainforest, 2017 harvest",70.0,3.0,2,1,0,0,0,0,1,0,vegetal,high astringency,,
588,2386,Dandelion,United States of America,2019,Vietnam,"Ben Tre, 2018 Harvest",70.0,3.5,2,1,0,0,0,0,1,0,green apple,sticky,,
589,654,Dandelion (aka Brower Ave),United States of America,2011,Dominican republic,Dominican Republic,70.0,3.25,2,1,0,0,0,0,1,0,grassy,fruity,brownie,
590,654,Dandelion (aka Brower Ave),United States of America,2011,Madagascar,Madagascar,70.0,3.25,2,1,0,0,0,0,1,0,brownie,red berry,,
591,654,Dandelion (aka Brower Ave),United States of America,2011,Tanzania,Tanzania,70.0,3.25,2,1,0,0,0,0,1,0,cocoa flavor dominates,,,
592,423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,60.0,3.25,4,1,1,1,0,0,1,0,wood,holiday spice,soap,
593,423,Danta,Guatemala,2009,Guatemala,Las Acacias E.,75.0,3.0,4,1,1,1,0,0,1,0,dark woody,plum,astringent,
594,661,Danta,Guatemala,2011,Guatemala,Los Ujuxtes,60.0,3.5,4,1,1,1,0,0,1,0,oily,dried fruit,vanilla,
595,987,Danta,Guatemala,2012,Guatemala,Las Acacias E.,70.0,4.0,2,1,0,0,0,0,1,0,sweet spice,floral,,
596,987,Danta,Guatemala,2012,Guatemala,Los Ujuxtes,70.0,3.75,2,1,0,0,0,0,1,0,spicy,,,
597,987,Danta,Guatemala,2012,Madagascar,Sambirano,70.0,3.75,2,1,0,0,0,0,1,0,oily,toffee,hints of fruit,
598,991,Danta,Guatemala,2012,Guatemala,"Oscuro, Finca Chimelb",70.0,3.25,2,1,0,0,0,0,1,0,nutty,ashey,spicy pepper,
599,987,Danta,Guatemala,2012,Venezuela,Chuao,75.0,3.0,4,1,1,1,0,0,1,0,gummy,fatty,caramel,
600,1223,Danta,Guatemala,2014,Guatemala,Los Ujuxtes,82.0,3.25,4,1,1,1,0,0,1,0,fatty,sunflower,peanutbutter,
601,1920,DAR,United States of America,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70.0,3.25,2,1,0,0,0,0,1,0,floral,licorice,roasty,
602,1920,DAR,United States of America,2016,Vietnam,Vietnam,72.0,3.0,2,1,0,0,0,0,1,0,raisins,astringent,,
603,1920,DAR,United States of America,2016,Venezuela,"Venezuela, batch 122",72.0,2.75,2,1,0,0,0,0,1,0,nut,tobacco,burnt,off notes
604,2342,Darcis,Belgium,2019,Vietnam,Mekong Delta,70.0,3.25,4,1,1,0,1,0,1,0,muted,creamy,basic cocoa,
605,2342,Darcis,Belgium,2019,Peru,Piura,72.0,3.0,4,1,1,0,1,0,1,0,muted,creamy,grapes,fatty
606,1550,Dark Forest,United States of America,2015,Venezuela,Ocumare,70.0,3.25,3,1,1,0,0,0,1,0,roasty,nutty,sweet,
607,1554,Dark Forest,United States of America,2015,Ecuador,Ecuador,70.0,3.25,3,1,1,0,0,0,1,0,bold,floral,rum,
608,1550,Dark Forest,United States of America,2015,Madagascar,Madagascar,70.0,3.0,3,1,1,0,0,0,1,0,sweet,strong sour,acidic,
609,1554,Dark Forest,United States of America,2015,Tanzania,Tanzania,70.0,3.0,3,1,1,0,0,0,1,0,intense,sweet,brownie,
610,1708,Dark Forest,United States of America,2016,Bolivia,Bolivia,75.0,3.25,3,1,1,0,0,0,1,0,mild cherry,fatty,,
611,907,Davis,United States of America,2012,Blend,West Africa,58.0,3.25,4,1,1,0,1,0,1,0,nice melt,odd rubber notes,,
612,1093,Davis,United States of America,2013,Dominican republic,Rainforest,70.0,2.75,4,1,1,0,1,0,1,0,chalky,vanilla,caramel,
613,1093,Davis,United States of America,2013,Venezuela,Venezuela,70.0,2.75,4,1,1,0,1,0,1,0,fatty,powdery,nut,sl. Burnt
614,1093,Davis,United States of America,2013,Ghana,Ghana,70.0,2.5,4,1,1,0,1,0,1,0,vanilla,fatty,basic cocoa,
615,1462,De Mendes,Brazil,2015,Brazil,"Nativo, Varzea",72.0,3.5,3,1,1,0,0,0,1,0,texture issues,brownie,,
616,1462,De Mendes,Brazil,2015,Brazil,"Selvagem, Jari",65.0,3.5,3,1,1,0,0,0,1,0,one dimensional,brownie,,
617,1832,De Villiers,South africa,2016,Madagascar,"Sambirano Valley, batch 2477",70.0,3.0,3,1,1,0,0,0,1,0,high roast,fruit,,
618,1832,De Villiers,South africa,2016,Uganda,Bundibugyo District,70.0,2.5,3,1,1,0,0,0,1,0,high roast,intense,fatty,
619,175,Dean and Deluca (Belcolade),United States of America,2007,Costa rica,Costa Rica,64.0,3.0,4,1,1,1,0,0,1,0,dark coffee,cocoa,,
620,175,Dean and Deluca (Belcolade),United States of America,2007,Ecuador,Ecuador,71.0,3.0,4,1,1,1,0,0,1,0,cinamon,nutmeg,coffee,
621,175,Dean and Deluca (Belcolade),United States of America,2007,Ghana,Ghana,60.0,3.0,4,1,1,1,0,0,1,0,nutty,simple,sweet,
622,180,Dean and Deluca (Belcolade),United States of America,2007,Papua new guinea,Papua New Guinea,64.0,3.0,4,1,1,1,0,0,1,0,waxy,tobacco,smokey,
623,180,Dean and Deluca (Belcolade),United States of America,2007,Peru,Peru,64.0,3.0,4,1,1,1,0,0,1,0,mild mint,basic cocoa,,
624,170,Dean and Deluca (Belcolade),United States of America,2007,Madagascar,Madagascar,66.0,2.5,4,1,1,1,0,0,1,0,sandy,cloying,rich cocoa,
625,263,Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,Venezuela,66.0,3.75,4,1,1,1,0,0,1,0,fatty,rich cocoa,roasty,
626,423,Debauve & Gallais (Michel Cluizel),France,2009,Papua new guinea,Papua New Guinea,64.0,3.0,4,1,1,1,0,0,1,0,smokey,chalky,berry,caramel
627,2222,Definite,Dominican republic,2018,Dominican republic,Duarte Province,80.0,3.0,2,1,0,0,0,0,1,0,mild bitter,fatty,grassy,
628,2222,Definite,Dominican republic,2018,Dominican republic,Duarte Province,70.0,2.6,2,1,0,0,0,0,1,0,dirty,floral,unrefined,
629,2222,Definite,Dominican republic,2018,Dominican republic,Elvesia,70.0,2.5,2,1,0,0,0,0,1,0,metallic,dirt/ earthy,,
630,1916,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72.0,2.5,2,1,0,0,0,0,1,0,vanilla,chemical,rubber,
631,2422,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72.0,3.0,2,1,0,0,0,0,1,0,smokey,roasty,acidic,rich
632,166,DeVries,United States of America,2007,Costa rica,Costa Rica,77.0,3.5,2,1,0,0,0,0,1,0,red berry,lingering coffee,,
633,166,DeVries,United States of America,2007,Dominican republic,Dominican Republic,77.0,3.5,2,1,0,0,0,0,1,0,sticky,woodsy,rum,
634,241,DeVries,United States of America,2008,Bolivia,Bolivian,80.0,2.75,2,1,0,0,0,0,1,0,intense fruit,bitter ending,,
635,769,Dick Taylor,United States of America,2011,Ecuador,Ecuador,70.0,3.25,2,1,0,0,0,0,1,0,grassy,tea,late sour,
636,769,Dick Taylor,United States of America,2011,Dominican republic,La Red,74.0,3.0,2,1,0,0,0,0,1,0,earthy,tart,sour,
637,661,Dick Taylor,United States of America,2011,Madagascar,Sambirano,80.0,2.75,2,1,0,0,0,0,1,0,sandy,flat,hint of berry,
638,682,Dick Taylor,United States of America,2011,Venezuela,Mantuano,75.0,2.75,2,1,0,0,0,0,1,0,sticky,very roasty,nutty,
639,895,Dick Taylor,United States of America,2012,Bolivia,Bolivia,75.0,2.75,2,1,0,0,0,0,1,0,dry,mint,medicinal,
640,1193,Dick Taylor,United States of America,2013,Ecuador,Camino Verde,76.0,3.5,2,1,0,0,0,0,1,0,butter,floral,rum,
641,1034,Dick Taylor,United States of America,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",70.0,3.25,2,1,0,0,0,0,1,0,oily,black pepper,roasty,
642,1235,Dick Taylor,United States of America,2014,Dominican republic,Elvesia,74.0,3.5,2,1,0,0,0,0,1,0,mild fruit and spice,roasty,,
643,1634,Dick Taylor,United States of America,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",70.0,3.75,2,1,0,0,0,0,1,0,sticky,rich,cherry,
644,1864,Dick Taylor,United States of America,2016,Vietnam,Tien Giang,78.0,3.5,2,1,0,0,0,0,1,0,tropical berry,intense,,
645,2016,Dick Taylor,United States of America,2017,Solomon islands,"Solomon Is.,batch 17158, N.Vela",72.0,4.0,2,1,0,0,0,0,1,0,well defined,creamy,cherry,
646,1952,Dick Taylor,United States of America,2017,Guatemala,Lanquin Estate,70.0,3.75,2,1,0,0,0,0,1,0,blackberry,raisns,,
647,1972,Dick Taylor,United States of America,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75.0,3.75,2,1,0,0,0,0,1,0,sticky,roasty nibs,grapes,
648,2258,Dick Taylor,United States of America,2018,Fiji,"Vanua Levu, Matasawalevu",80.0,3.75,2,1,0,0,0,0,1,0,cocoa,tea,malt,
649,2270,Dick Taylor,United States of America,2019,Belize,"Maya Mtn, Toledo",72.0,4.0,2,1,0,0,0,0,1,0,creamy,sticky,dried fruit,
650,2434,Dick Taylor,United States of America,2019,Madagascar,"Akesson P., Sambirano",72.0,3.75,2,1,0,0,0,0,1,0,sticky,dried fruit,toast,cocoa
651,2466,Dick Taylor,United States of America,2020,Blend,"Northerner, Madagascar and Brazil",73.0,3.5,2,1,0,0,0,0,1,0,burnt honey,earthy,,
652,2402,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, batch OST-18-01",65.0,3.0,4,1,1,0,1,0,1,0,complex,sweet,sour,grassy
653,2406,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, batch TRI-18-002, trinitario",75.0,3.0,4,1,1,0,1,0,1,0,bland,fatty,fruit,
654,2402,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, unroasted, batch UNR-18-003",70.0,2.75,4,1,1,0,1,0,1,0,cocoa,raw,dirty,chemical
655,2406,Diogo Vaz,Sao tome & principe,2019,Sao tome,"Sao Tome, Grand Cru Plantation, amelonado",75.0,2.5,4,1,1,0,1,0,1,0,late cocoa,harsh,off notes,
656,1407,Doble & Bignall,United Kingdom,2014,Nicaragua,Johe,72.0,3.5,3,1,1,0,0,0,1,0,nutty,caramel,toffee,
657,1371,Doble & Bignall,United Kingdom,2014,Panama,"Panama, Raven",72.0,3.25,3,1,1,0,0,0,1,0,mild cherry,earthy,,
658,1371,Doble & Bignall,United Kingdom,2014,Venezuela,"Puerto Cabello, Mantuano",72.0,3.25,3,1,1,0,0,0,1,0,fatty,rasin,nutty,
659,1688,Doble & Bignall,United Kingdom,2015,Venezuela,Puerto Cabello,85.0,3.0,3,1,1,0,0,0,1,0,intense,spicy,floral,
660,63,Dolfin (Belcolade),Belgium,2006,Blend,Noir,70.0,1.5,3,1,0,0,1,0,1,0,acidic,astringent,unpleasant,
661,304,Dolfin (Belcolade),Belgium,2008,Blend,"Africa, West Africa",88.0,3.0,3,1,0,0,1,0,1,0,sticky,floral,,
662,87,Domori,Italy,2006,Venezuela,Carenero Superior,70.0,3.5,2,1,0,0,0,0,1,0,creamy,basic cocoa,,
663,87,Domori,Italy,2006,Peru,Apurimac,70.0,3.25,2,1,0,0,0,0,1,0,floral,olive,,
664,87,Domori,Italy,2006,Venezuela,Sur del Lago Classificado,70.0,3.0,2,1,0,0,0,0,1,0,long lasting,fruit,,
665,111,Domori,Italy,2007,Venezuela,Porcelana,70.0,4.0,2,1,0,0,0,0,1,0,creamy,complex,coffee,
666,192,Domori,Italy,2007,Ecuador,Ecuador,70.0,4.0,2,1,0,0,0,0,1,0,creamy,nuts,woody,cocoa
667,192,Domori,Italy,2007,Venezuela,"Ocumare 67, Puertofino",70.0,4.0,2,1,0,0,0,0,1,0,creamy,mint,tobacco,olive
668,192,Domori,Italy,2007,Indonesia,"Java, Javablond",70.0,3.75,2,1,0,0,0,0,1,0,creamy,smokey,tobacco,
669,135,Domori,Italy,2007,Madagascar,Madagascar,70.0,3.5,2,1,0,0,0,0,1,0,fruity,basic cocoa,,
670,192,Domori,Italy,2007,Madagascar,Madagared,70.0,3.5,2,1,0,0,0,0,1,0,smooth,banana,cocoa,
671,129,Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",75.0,3.25,2,1,0,0,0,0,1,0,sticky,smoke,ham,earthy
672,135,Domori,Italy,2007,Venezuela,Granella,60.0,3.25,2,1,0,0,0,0,1,0,mild spice,licorice,,
673,272,Domori,Italy,2008,Blend,Ilblend,70.0,3.75,2,1,0,0,0,0,1,0,sticky,olive,,
674,272,Domori,Italy,2008,Blend,Blend No. 1,78.0,3.5,2,1,0,0,0,0,1,0,sticky,grassy,coffee,
675,227,Domori,Italy,2008,Venezuela,"Carupano, H. San Jose",70.0,3.0,2,1,0,0,0,0,1,0,cucumber,hot spices,,
676,272,Domori,Italy,2008,Colombia,Teyuna,70.0,3.0,2,1,0,0,0,0,1,0,creamy,woody,earthy,
677,470,Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",70.0,3.0,2,1,0,0,0,0,1,0,subtle,caramel,sour milk,
678,693,Domori,Italy,2011,Venezuela,"Canoabo, Hacienda San Jose",70.0,3.5,2,1,0,0,0,0,1,0,smooth,intense,smoke,nut
679,863,Domori,Italy,2012,Venezuela,Guasare,70.0,3.75,2,1,0,0,0,0,1,0,creamy,coffee,caramel,
680,863,Domori,Italy,2012,Tanzania,Morogoro,70.0,3.5,2,1,0,0,0,0,1,0,sticky,nutty,,
681,1672,Domori,Italy,2015,Ecuador,Hacienda Victoria,70.0,3.75,2,1,0,0,0,0,1,0,floral,well developed,creamy,
682,1672,Domori,Italy,2015,Venezuela,Ocumare 77,70.0,3.75,2,1,0,0,0,0,1,0,nutty,strawberry,creamy,
683,2040,Domori,Italy,2018,Tanzania,Tanzania,70.0,4.0,2,1,0,0,0,0,1,0,creamy,sticky,fruit,
684,1676,Dormouse,United Kingdom,2015,Colombia,"Colombia, Batch 9",80.0,2.75,3,1,1,0,0,0,1,0,bitter,molasses,marshmallow,
685,1676,Dormouse,United Kingdom,2015,Madagascar,"Madagascar, Batch 8",77.0,2.75,3,1,1,0,0,0,1,0,fruity,molasses,,
686,1672,Dormouse,United Kingdom,2015,Venezuela,"Rio Caribe, Batch 7",70.0,2.5,3,1,1,0,0,0,1,0,burnt rubber,molasses,,
687,1880,Dormouse,United Kingdom,2016,Grenada,Non Pariel Estate,75.0,2.75,3,1,1,0,0,0,0,1,licorice,molasses,rubber,
688,2052,Dormouse,United Kingdom,2018,Guatemala,"Verapaz, batch 254",72.0,3.5,3,1,1,0,0,0,0,1,near perfect shine,cocoa,,
689,2096,Dormouse,United Kingdom,2018,Peru,"Piura, batch 274",80.0,3.5,2,1,0,0,0,0,0,1,molasses,fruit,,
690,2052,Dormouse,United Kingdom,2018,Philippines,"Kablon Farm, batch 242",71.5,2.75,3,1,1,0,0,0,0,1,molasses notes from sugar,,,
691,2390,Double Spiral,United States of America,2019,Dominican republic,Hispaniola,75.0,3.0,2,1,0,0,0,0,1,0,dry,cocoa,grassy,spicy
692,2390,Double Spiral,United States of America,2019,Tanzania,Kokoa Kamili,70.0,2.75,2,1,0,0,0,0,1,0,dry,sour,sweet,mild fruit
693,2390,Double Spiral,United States of America,2019,Dominican republic,Oko Caribe,75.0,2.5,2,1,0,0,0,0,1,0,dry,earthy,walnut,
694,516,Duffy's,United Kingdom,2010,Ecuador,"Corazon del Ecuador, Calceta beans",72.0,3.75,3,1,1,0,0,0,1,0,rich cocoa,fruity,strong floral,
695,523,Duffy's,United Kingdom,2010,Peru,Star of Peru,70.0,3.75,3,1,1,0,0,0,1,0,dark forest berry,spice,,
696,516,Duffy's,United Kingdom,2010,Panama,Panama,70.0,3.5,3,1,1,0,0,0,1,0,caramel and cocoa,,,
697,523,Duffy's,United Kingdom,2010,Ecuador,Star of Ecuador,70.0,2.5,3,1,1,0,0,0,1,0,chalky,bread,dirt,
698,623,Duffy's,United Kingdom,2011,Honduras,"Indio Rojo, Xoco",72.0,3.75,3,1,1,0,0,0,1,0,dried fruit,grapes,sour,
699,661,Duffy's,United Kingdom,2011,Dominican republic,Dominican Republic,65.0,3.5,3,1,1,0,0,0,1,0,heavy roast,woody,berry,
700,765,Duffy's,United Kingdom,2011,Venezuela,Ocumare,71.0,3.5,3,1,1,0,0,0,1,0,intense cocoa,,,
701,697,Duffy's,United Kingdom,2011,Nicaragua,"Nicaliso, Xoco",71.0,3.25,3,1,1,0,0,0,1,0,intense,almond,coffee,
702,697,Duffy's,United Kingdom,2011,Panama,"Bocas del Toro, Tierra Oscura",72.0,3.0,3,1,1,0,0,0,1,0,licorice,leathery,,
703,923,Duffy's,United Kingdom,2012,Venezuela,Ocumare,72.0,3.75,3,1,1,0,0,0,1,0,creamy,nutty,,
704,1331,Duffy's,United Kingdom,2014,Nicaragua,"Rico Rugoso, Xoco",76.0,3.75,4,1,1,0,1,0,1,0,black pepper,rich,intense,
705,1331,Duffy's,United Kingdom,2014,Nicaragua,"Chuno, Xoco",70.0,3.5,4,1,1,0,1,0,1,0,sandy,full bodied,spicy,
706,1662,Duffy's,United Kingdom,2015,Guatemala,"Rio Dulce, Xoco",70.0,4.0,4,1,1,0,1,0,1,0,intense,spicy,butterscotch,
707,1964,Duffy's,United Kingdom,2017,Nigeria,Eti-Oni,70.0,2.75,4,1,1,0,1,0,1,0,candy like off flavor,,,
708,2100,Duffy's,United Kingdom,2018,Guatemala,Mayan Red,80.0,3.25,4,1,1,0,1,0,1,0,intense earthy,cocoa,roasty,
709,2366,Duffy's,United Kingdom,2019,Philippines,South Cotabato,70.0,3.5,4,1,1,0,1,0,1,0,cocoa,honey,watery,sweet
710,1506,Dulcinea,United States of America,2015,Dominican republic,"Dominican Republic, batch 1507",70.0,3.25,2,1,0,0,0,0,1,0,coarse,earthy,mild banana,
711,1630,Durci,United States of America,2015,Ecuador,Corona Arriba,70.0,4.0,3,1,1,0,0,0,1,0,blackberry and cinnamon,,,
712,1626,Durci,United States of America,2015,Peru,"Maranon, Joya Rara",70.0,3.5,3,1,1,0,0,0,1,0,sandy,orange,butterscotch,
713,1626,Durci,United States of America,2015,Venezuela,"Rio Caribe, Tepui Treasure",70.0,3.5,3,1,1,0,0,0,1,0,fatty,roasty,intense brownie,
714,1630,Durci,United States of America,2015,Dominican republic,Taino Secret,70.0,3.25,3,1,1,0,0,0,1,0,dates,acidic,rich cocoa,
715,1630,Durci,United States of America,2015,Venezuela,"Carenero, Empyrean Sabor",70.0,3.25,3,1,1,0,0,0,1,0,cherry,earthy,tobacco,
716,2040,Durci,United States of America,2018,Peru,Piura Blanco,70.0,4.0,3,1,1,0,0,0,1,0,smoth,dense,grape,
717,1343,East Van Roasters,Canada,2014,Dominican republic,"Dominican Republic, batch DR113",70.0,3.75,3,1,1,0,0,0,1,0,spicy,cocoa,,
718,1343,East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",70.0,3.5,3,1,1,0,0,0,1,0,ultra fruity,,,
719,1343,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",70.0,3.25,3,1,1,0,0,0,1,0,waxy,spicy,tobacco,
720,1812,Eau de Rose,Canada,2016,Colombia,Tumaco,70.0,3.25,3,1,1,0,0,0,1,0,dried fruit,strong floral,,
721,1812,Eau de Rose,Canada,2016,Colombia,Arauca,70.0,3.25,3,1,1,0,0,0,1,0,mild,dried fruit,chocolate,
722,919,Eclat (Felchlin),United States of America,2012,Peru,"Maranon, Good & Evil, w/ nibs",72.0,2.75,3,1,1,0,0,0,1,0,buttery,burlap,,
723,2358,Eclat (Fruition),United States of America,2019,Peru,"NOE, nacional/criollo, batch 1",80.0,3.5,2,1,0,0,0,0,1,0,nutty,almond butter,,
724,1876,Edelmond,Germany,2016,Venezuela,Porcelana,68.0,3.0,2,1,0,0,0,0,1,0,dry,gritty,cardboard,nutty
725,252,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,71.0,2.75,4,1,1,0,1,0,1,0,lemon,tart,burnt,chemical
726,709,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",75.0,3.75,4,1,1,0,1,0,1,0,nutty,rich,red berry,
727,32,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",70.0,2.75,5,1,1,1,1,0,1,0,gritty,chalky,earthy,sour
728,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",61.0,3.0,5,1,1,1,1,0,1,0,muted,cherry,banana,
729,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",74.0,2.5,5,1,1,1,1,0,1,0,sandy,banana,sour,
730,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",58.0,2.5,5,1,1,1,1,0,1,0,gritty,sweet,banana,smoke
731,439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70.0,3.0,5,1,1,1,1,0,1,0,sandy,bold,cherry,peanut butter
732,439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,2.75,5,1,1,1,1,0,1,0,very sweet,marshmallow,,
733,1662,El Rey,Venezuela,2015,Venezuela,San Joaquin,70.0,3.75,5,1,1,1,1,0,1,0,spicy,caramel,vanilla,
734,2382,Eldora,United States of America,2019,Guatemala,"Polochic, batch 711",70.0,3.5,3,1,1,0,0,0,1,0,cocoa,fig notes,,
735,1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,70.0,3.25,2,1,0,0,0,0,1,0,sandy,tannic,earthy,
736,1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,60.0,2.75,2,1,0,0,0,0,1,0,low refinement,too sweet,,
737,1454,Emily's,Japan,2015,Peru,Peru,78.0,3.5,3,1,1,0,0,0,1,0,brownine,nutty,,
738,1450,Emily's,Japan,2015,Venezuela,Patanemo,79.0,3.0,3,1,1,0,0,0,1,0,coarse,woody,roasty,
739,2108,Encuentro,France,2018,Haiti,Pisa w/ nibs,70.0,3.5,2,1,0,0,0,0,1,0,simple,mild cocoa,fruit,
740,2108,Encuentro,France,2018,Guatemala,Asochivite,70.0,3.5,2,1,0,0,0,0,1,0,spicy,sweet,,
741,2118,Encuentro,France,2018,Madagascar,Bejofo,70.0,3.5,2,1,0,0,0,0,1,0,fruity,roasty,,
742,2114,Encuentro,France,2018,Dominican republic,Oko Caribe,70.0,3.25,2,1,0,0,0,0,1,0,earthy,floral,cocoa,
743,1916,ENNA,United States of America,2016,Honduras,"Wampusirpi, batch 007",75.0,3.25,2,1,0,0,0,0,1,0,carrots,heavy roast,,
744,2198,ENNA,United States of America,2018,Vietnam,"Ben Tre, batch 77",72.0,3.0,2,1,0,0,0,0,1,0,intens,brownie,spicy,metal
745,2350,ENNA,United States of America,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72.0,3.5,3,1,1,0,0,0,1,0,muddy,rainins,nut,rubbery
746,2350,ENNA,United States of America,2019,Tanzania,Kokoa Kamili,80.0,3.0,3,1,1,0,0,0,1,0,fruit,dirty,,
747,2350,ENNA,United States of America,2019,Sierra leone,Gola Rainforest,70.0,2.5,3,1,1,0,0,0,1,0,dirty,earthy,burnt,honey
748,1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70.0,3.25,3,1,1,0,0,0,1,0,spicy,green,long,intense
749,1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74.0,3.25,3,1,1,0,0,0,1,0,grit,smoke,wood,blackberry
750,1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80.0,3.0,3,1,1,0,0,0,1,0,mild bitter,smoke,hammy,
751,252,Escazu,United States of America,2008,Venezuela,Ocumare,72.0,3.0,4,1,1,1,0,0,1,0,woody,cocoa,,
752,423,Escazu,United States of America,2009,Venezuela,Carenero Superior,81.0,3.5,4,1,1,1,0,0,1,0,hazelnut,fruit,slight bitter,
753,431,Escazu,United States of America,2009,Blend,"Carenero, Guapiles, Ocumare blend",74.0,2.75,4,1,1,1,0,0,1,0,sweet,vanilla,sticky,
754,414,Escazu,United States of America,2009,Costa rica,Guapiles,65.0,2.0,4,1,1,1,0,0,1,0,sticky,slight plum,medicinal,
755,903,Escazu,United States of America,2012,Venezuela,Rio Caribe,70.0,2.75,4,1,1,1,0,0,1,0,nutty,ginger,off notes,
756,666,Ethel's Artisan (Mars),United States of America,2011,Blend,Red Vanilla,62.0,2.75,4,1,1,1,0,0,1,0,sweet,vanilla,mild banana,
757,666,Ethel's Artisan (Mars),United States of America,2011,Blend,"Peru, Madagascar",55.0,2.5,4,1,1,1,0,0,1,0,gritty,overyly sweet,fruit punch,
758,666,Ethel's Artisan (Mars),United States of America,2011,Trinidad,Trinidad,55.0,2.5,4,1,1,1,0,0,1,0,grits,very sweet,banana,
759,666,Ethel's Artisan (Mars),United States of America,2011,Venezuela,Porcelana,70.0,2.5,4,1,1,1,0,0,1,0,strong vanilla,strawberry,nut,
760,672,Ethel's Artisan (Mars),United States of America,2011,Blend,"Venezuela, Trinidad",62.0,2.5,4,1,1,1,0,0,1,0,gritty,sweet,vanilla,woody
761,1275,Ethereal,United States of America,2014,Dominican republic,Dominican Republic,80.0,3.75,3,1,1,0,0,0,1,0,coarse,mild bitter,raisin,
762,1275,Ethereal,United States of America,2014,Ecuador,Ecuador,80.0,3.5,3,1,1,0,0,0,1,0,spicy,roasty,mild bitter,
763,1275,Ethereal,United States of America,2014,Belize,Belize,80.0,3.0,3,1,1,0,0,0,1,0,mild fruit,earthy,,
764,2142,Ethereal,United States of America,2018,Guatemala,Guatemala,80.0,3.5,3,1,1,0,0,0,1,0,prominent plum note,,,
765,2450,Exquisito,United States of America,2019,Peru,"Maranon, Fortunato",73.0,3.0,3,1,1,0,0,0,1,0,dominated by heavy roast,,,
766,565,Fearless (AMMA),United States of America,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75.0,2.75,2,1,0,0,0,0,1,0,perfume,floral,vanilla,
767,1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76.0,3.0,2,1,0,0,0,0,1,0,roasty,spicy,nutty,
768,1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76.0,2.75,2,1,0,0,0,0,1,0,metallic,off notes,powdery,
769,1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76.0,2.5,2,1,0,0,0,0,1,0,fatty,sandy,nutty,off notes
770,56,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68.0,4.0,5,1,1,1,1,0,1,0,complex,raspberry,cocoa,
771,48,Felchlin,Switzerland,2006,Ecuador,Arriba,72.0,3.5,5,1,1,1,1,0,1,0,fatty,rich,spice,nutty
772,48,Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64.0,3.0,5,1,1,1,1,0,1,0,basic cocoa,short length,,
773,48,Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65.0,3.0,5,1,1,1,1,0,1,0,creamy,floral,complex,
